Date,Country/Region,Confirmed,Deaths,Recovered,Active,New cases,New deaths,New recovered,WHO Region
2/29/2020,Liberia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
2/29/2020,Libya,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Eastern Mediterranean
2/29/2020,Liechtenstein,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
2/29/2020,Lithuania,1,NaN,NaN,1,NaN,NaN,NaN,Europe
2/29/2020,Luxembourg,1,NaN,NaN,1,1,NaN,NaN,Europe
2/29/2020,Madagascar,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
2/29/2020,Malawi,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
2/29/2020,Malaysia,25,NaN,18,7,2,NaN,NaN,Western Pacific
2/29/2020,Maldives,NaN,NaN,NaN,NaN,NaN,NaN,NaN,South-East Asia
2/29/2020,Mali,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
2/29/2020,Malta,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
2/29/2020,Mauritania,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
2/29/2020,Mauritius,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
2/29/2020,Mexico,4,NaN,NaN,4,3,NaN,NaN,Americas
2/29/2020,Moldova,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
2/29/2020,Monaco,1,NaN,NaN,1,1,NaN,NaN,Europe
2/29/2020,Mongolia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Western Pacific
2/29/2020,Montenegro,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
2/29/2020,Morocco,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Eastern Mediterranean
2/29/2020,Mozambique,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
2/29/2020,Namibia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
2/29/2020,Nepal,1,NaN,1,NaN,NaN,NaN,NaN,South-East Asia
2/29/2020,Netherlands,6,NaN,NaN,6,5,NaN,NaN,Europe
2/29/2020,New Zealand,1,NaN,NaN,1,NaN,NaN,NaN,Western Pacific
2/29/2020,Nicaragua,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
2/29/2020,Niger,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
2/29/2020,Nigeria,1,NaN,NaN,1,NaN,NaN,NaN,Africa
2/29/2020,North Macedonia,1,NaN,NaN,1,NaN,NaN,NaN,Europe
2/29/2020,Norway,15,NaN,NaN,15,9,NaN,NaN,Europe
2/29/2020,Oman,6,NaN,1,5,2,NaN,1,Eastern Mediterranean
2/29/2020,Pakistan,4,NaN,NaN,4,NaN,NaN,NaN,Eastern Mediterranean
2/29/2020,Panama,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
2/29/2020,Papua New Guinea,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Western Pacific
2/29/2020,Paraguay,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
2/29/2020,Peru,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
2/29/2020,Philippines,3,1,1,1,NaN,NaN,NaN,Western Pacific
2/29/2020,Poland,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
2/29/2020,Portugal,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
2/29/2020,Qatar,1,NaN,NaN,1,1,NaN,NaN,Eastern Mediterranean
2/29/2020,Romania,3,NaN,NaN,3,NaN,NaN,NaN,Europe
2/29/2020,Russia,2,NaN,2,NaN,NaN,NaN,NaN,Europe
2/29/2020,Rwanda,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
2/29/2020,Saint Kitts and Nevis,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
2/29/2020,Saint Lucia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
2/29/2020,Saint Vincent and the Grenadines,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
2/29/2020,San Marino,1,NaN,NaN,1,NaN,NaN,NaN,Europe
2/29/2020,Sao Tome and Principe,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
2/29/2020,Saudi Arabia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Eastern Mediterranean
2/29/2020,Senegal,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
2/29/2020,Serbia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
2/29/2020,Seychelles,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
2/29/2020,Sierra Leone,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
2/29/2020,Singapore,102,NaN,72,30,9,NaN,10,Western Pacific
2/29/2020,Slovakia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
2/29/2020,Slovenia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
2/29/2020,Somalia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Eastern Mediterranean
2/29/2020,South Africa,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
2/29/2020,South Korea,3150,16,27,3107,813,3,5,Western Pacific
2/29/2020,South Sudan,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
2/29/2020,Spain,45,NaN,2,43,13,NaN,NaN,Europe
2/29/2020,Sri Lanka,1,NaN,1,NaN,NaN,NaN,NaN,South-East Asia
2/29/2020,Sudan,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Eastern Mediterranean
2/29/2020,Suriname,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
2/29/2020,Sweden,12,NaN,NaN,12,5,NaN,NaN,Europe
2/29/2020,Switzerland,18,NaN,NaN,18,10,NaN,NaN,Europe
2/29/2020,Syria,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Eastern Mediterranean
2/29/2020,Taiwan*,39,1,9,29,5,NaN,3,Western Pacific
2/29/2020,Tajikistan,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
2/29/2020,Tanzania,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
2/29/2020,Thailand,42,NaN,28,14,1,NaN,NaN,South-East Asia
2/29/2020,Timor-Leste,NaN,NaN,NaN,NaN,NaN,NaN,NaN,South-East Asia
2/29/2020,Togo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
2/29/2020,Trinidad and Tobago,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
2/29/2020,Tunisia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Eastern Mediterranean
2/29/2020,Turkey,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
2/29/2020,US,24,1,7,16,8,1,NaN,Americas
2/29/2020,Uganda,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
2/29/2020,Ukraine,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
2/29/2020,United Arab Emirates,21,NaN,5,16,2,NaN,NaN,Eastern Mediterranean
2/29/2020,United Kingdom,61,NaN,8,53,5,NaN,NaN,Europe
2/29/2020,Uruguay,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
2/29/2020,Uzbekistan,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
2/29/2020,Venezuela,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
2/29/2020,Vietnam,16,NaN,16,NaN,NaN,NaN,NaN,Western Pacific
2/29/2020,West Bank and Gaza,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Eastern Mediterranean
2/29/2020,Western Sahara,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
2/29/2020,Yemen,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Eastern Mediterranean
2/29/2020,Zambia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
2/29/2020,Zimbabwe,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Afghanistan,1,NaN,NaN,1,NaN,NaN,NaN,Eastern Mediterranean
3/1/2020,Albania,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
3/1/2020,Algeria,1,NaN,NaN,1,NaN,NaN,NaN,Africa
3/1/2020,Andorra,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
3/1/2020,Angola,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Antigua and Barbuda,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
3/1/2020,Argentina,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
3/1/2020,Armenia,1,NaN,NaN,1,1,NaN,NaN,Europe
3/1/2020,Australia,27,1,11,15,2,1,NaN,Western Pacific
3/1/2020,Austria,14,NaN,NaN,14,5,NaN,NaN,Europe
3/1/2020,Azerbaijan,3,NaN,NaN,3,3,NaN,NaN,Europe
3/1/2020,Bahamas,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
3/1/2020,Bahrain,47,NaN,NaN,47,6,NaN,NaN,Eastern Mediterranean
3/1/2020,Bangladesh,NaN,NaN,NaN,NaN,NaN,NaN,NaN,South-East Asia
3/1/2020,Barbados,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
3/1/2020,Belarus,1,NaN,NaN,1,NaN,NaN,NaN,Europe
3/1/2020,Belgium,2,NaN,1,1,1,NaN,NaN,Europe
3/1/2020,Belize,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
3/1/2020,Benin,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Bhutan,NaN,NaN,NaN,NaN,NaN,NaN,NaN,South-East Asia
3/1/2020,Bolivia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
3/1/2020,Bosnia and Herzegovina,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
3/1/2020,Botswana,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Brazil,2,NaN,NaN,2,NaN,NaN,NaN,Americas
3/1/2020,Brunei,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Western Pacific
3/1/2020,Bulgaria,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
3/1/2020,Burkina Faso,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Burma,NaN,NaN,NaN,NaN,NaN,NaN,NaN,South-East Asia
3/1/2020,Burundi,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Cabo Verde,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Cambodia,1,NaN,1,NaN,NaN,NaN,NaN,Western Pacific
3/1/2020,Cameroon,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Canada,24,NaN,NaN,24,4,NaN,NaN,Americas
3/1/2020,Central African Republic,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Chad,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Chile,9,NaN,NaN,9,7,NaN,NaN,Americas
3/1/2020,China,79932,2872,40670,36390,576,35,2802,Western Pacific
3/1/2020,Colombia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
3/1/2020,Comoros,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Congo (Brazzaville),NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Congo (Kinshasa),NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Costa Rica,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
3/1/2020,Cote d'Ivoire,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Croatia,7,NaN,NaN,7,1,NaN,NaN,Europe
3/1/2020,Cuba,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
3/1/2020,Cyprus,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
3/1/2020,Czechia,3,NaN,NaN,3,3,NaN,NaN,Europe
3/1/2020,Denmark,4,NaN,NaN,4,1,NaN,NaN,Europe
3/1/2020,Djibouti,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Eastern Mediterranean
3/1/2020,Dominica,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
3/1/2020,Dominican Republic,1,NaN,NaN,1,1,NaN,NaN,Americas
3/1/2020,Ecuador,6,NaN,NaN,6,6,NaN,NaN,Americas
3/1/2020,Egypt,2,NaN,1,1,1,NaN,NaN,Eastern Mediterranean
3/1/2020,El Salvador,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
3/1/2020,Equatorial Guinea,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Eritrea,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Estonia,1,NaN,NaN,1,NaN,NaN,NaN,Europe
3/1/2020,Eswatini,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Ethiopia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Fiji,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Western Pacific
3/1/2020,Finland,6,NaN,1,5,3,NaN,NaN,Europe
3/1/2020,France,130,2,12,116,30,NaN,NaN,Europe
3/1/2020,Gabon,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Gambia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Georgia,3,NaN,NaN,3,2,NaN,NaN,Europe
3/1/2020,Germany,130,NaN,16,114,51,NaN,NaN,Europe
3/1/2020,Ghana,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Greece,7,NaN,NaN,7,3,NaN,NaN,Europe
3/1/2020,Greenland,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
3/1/2020,Grenada,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
3/1/2020,Guatemala,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
3/1/2020,Guinea,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Guinea-Bissau,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Guyana,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
3/1/2020,Haiti,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
3/1/2020,Holy See,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
3/1/2020,Honduras,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
3/1/2020,Hungary,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
3/1/2020,Iceland,3,NaN,NaN,3,2,NaN,NaN,Europe
3/1/2020,India,3,NaN,3,NaN,NaN,NaN,NaN,South-East Asia
3/1/2020,Indonesia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,South-East Asia
3/1/2020,Iran,978,54,175,749,385,11,52,Eastern Mediterranean
3/1/2020,Iraq,19,NaN,NaN,19,6,NaN,NaN,Eastern Mediterranean
3/1/2020,Ireland,1,NaN,NaN,1,NaN,NaN,NaN,Europe
3/1/2020,Israel,10,NaN,1,9,3,NaN,NaN,Europe
3/1/2020,Italy,1694,34,83,1577,566,5,37,Europe
3/1/2020,Jamaica,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
3/1/2020,Japan,259,6,32,221,14,NaN,NaN,Western Pacific
3/1/2020,Jordan,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Eastern Mediterranean
3/1/2020,Kazakhstan,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
3/1/2020,Kenya,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Kosovo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
3/1/2020,Kuwait,45,NaN,NaN,45,NaN,NaN,NaN,Eastern Mediterranean
3/1/2020,Kyrgyzstan,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
3/1/2020,Laos,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Western Pacific
3/1/2020,Latvia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
3/1/2020,Lebanon,10,NaN,NaN,10,6,NaN,NaN,Eastern Mediterranean
3/1/2020,Lesotho,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Liberia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Libya,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Eastern Mediterranean
3/1/2020,Liechtenstein,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
3/1/2020,Lithuania,1,NaN,NaN,1,NaN,NaN,NaN,Europe
3/1/2020,Luxembourg,1,NaN,NaN,1,NaN,NaN,NaN,Europe
3/1/2020,Madagascar,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Malawi,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Malaysia,29,NaN,18,11,4,NaN,NaN,Western Pacific
3/1/2020,Maldives,NaN,NaN,NaN,NaN,NaN,NaN,NaN,South-East Asia
3/1/2020,Mali,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Malta,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
3/1/2020,Mauritania,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Mauritius,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Mexico,5,NaN,NaN,5,1,NaN,NaN,Americas
3/1/2020,Moldova,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
3/1/2020,Monaco,1,NaN,NaN,1,NaN,NaN,NaN,Europe
3/1/2020,Mongolia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Western Pacific
3/1/2020,Montenegro,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
3/1/2020,Morocco,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Eastern Mediterranean
3/1/2020,Mozambique,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Namibia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Nepal,1,NaN,1,NaN,NaN,NaN,NaN,South-East Asia
3/1/2020,Netherlands,10,NaN,NaN,10,4,NaN,NaN,Europe
3/1/2020,New Zealand,1,NaN,NaN,1,NaN,NaN,NaN,Western Pacific
3/1/2020,Nicaragua,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
3/1/2020,Niger,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Nigeria,1,NaN,NaN,1,NaN,NaN,NaN,Africa
3/1/2020,North Macedonia,1,NaN,NaN,1,NaN,NaN,NaN,Europe
3/1/2020,Norway,19,NaN,NaN,19,4,NaN,NaN,Europe
3/1/2020,Oman,6,NaN,1,5,NaN,NaN,NaN,Eastern Mediterranean
3/1/2020,Pakistan,4,NaN,NaN,4,NaN,NaN,NaN,Eastern Mediterranean
3/1/2020,Panama,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
3/1/2020,Papua New Guinea,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Western Pacific
3/1/2020,Paraguay,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
3/1/2020,Peru,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
3/1/2020,Philippines,3,1,1,1,NaN,NaN,NaN,Western Pacific
3/1/2020,Poland,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
3/1/2020,Portugal,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
3/1/2020,Qatar,3,NaN,NaN,3,2,NaN,NaN,Eastern Mediterranean
3/1/2020,Romania,3,NaN,NaN,3,NaN,NaN,NaN,Europe
3/1/2020,Russia,2,NaN,2,NaN,NaN,NaN,NaN,Europe
3/1/2020,Rwanda,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Saint Kitts and Nevis,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
3/1/2020,Saint Lucia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
3/1/2020,Saint Vincent and the Grenadines,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
3/1/2020,San Marino,1,NaN,NaN,1,NaN,NaN,NaN,Europe
3/1/2020,Sao Tome and Principe,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Saudi Arabia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Eastern Mediterranean
3/1/2020,Senegal,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Serbia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
3/1/2020,Seychelles,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Sierra Leone,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Singapore,106,NaN,72,34,4,NaN,NaN,Western Pacific
3/1/2020,Slovakia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
3/1/2020,Slovenia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
3/1/2020,Somalia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Eastern Mediterranean
3/1/2020,South Africa,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,South Korea,3736,17,30,3689,586,1,3,Western Pacific
3/1/2020,South Sudan,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Spain,84,NaN,2,82,39,NaN,NaN,Europe
3/1/2020,Sri Lanka,1,NaN,1,NaN,NaN,NaN,NaN,South-East Asia
3/1/2020,Sudan,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Eastern Mediterranean
3/1/2020,Suriname,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
3/1/2020,Sweden,14,NaN,NaN,14,2,NaN,NaN,Europe
3/1/2020,Switzerland,27,NaN,NaN,27,9,NaN,NaN,Europe
3/1/2020,Syria,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Eastern Mediterranean
3/1/2020,Taiwan*,40,1,9,30,1,NaN,NaN,Western Pacific
3/1/2020,Tajikistan,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
3/1/2020,Tanzania,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Thailand,42,1,28,13,NaN,1,NaN,South-East Asia
3/1/2020,Timor-Leste,NaN,NaN,NaN,NaN,NaN,NaN,NaN,South-East Asia
3/1/2020,Togo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Trinidad and Tobago,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
3/1/2020,Tunisia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Eastern Mediterranean
3/1/2020,Turkey,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
3/1/2020,US,30,1,7,22,6,NaN,NaN,Americas
3/1/2020,Uganda,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Ukraine,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
3/1/2020,United Arab Emirates,21,NaN,5,16,NaN,NaN,NaN,Eastern Mediterranean
3/1/2020,United Kingdom,94,NaN,8,86,33,NaN,NaN,Europe
3/1/2020,Uruguay,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
3/1/2020,Uzbekistan,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
3/1/2020,Venezuela,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
3/1/2020,Vietnam,16,NaN,16,NaN,NaN,NaN,NaN,Western Pacific
3/1/2020,West Bank and Gaza,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Eastern Mediterranean
3/1/2020,Western Sahara,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Yemen,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Eastern Mediterranean
3/1/2020,Zambia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/1/2020,Zimbabwe,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/2/2020,Afghanistan,1,NaN,NaN,1,NaN,NaN,NaN,Eastern Mediterranean
3/2/2020,Albania,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
3/2/2020,Algeria,3,NaN,NaN,3,2,NaN,NaN,Africa
3/2/2020,Andorra,1,NaN,NaN,1,1,NaN,NaN,Europe
3/2/2020,Angola,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/2/2020,Antigua and Barbuda,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
3/2/2020,Argentina,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
3/2/2020,Armenia,1,NaN,NaN,1,NaN,NaN,NaN,Europe
3/2/2020,Australia,30,1,11,18,3,NaN,NaN,Western Pacific
3/2/2020,Austria,18,NaN,NaN,18,4,NaN,NaN,Europe
3/2/2020,Azerbaijan,3,NaN,NaN,3,NaN,NaN,NaN,Europe
3/2/2020,Bahamas,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
3/2/2020,Bahrain,49,NaN,NaN,49,2,NaN,NaN,Eastern Mediterranean
3/2/2020,Bangladesh,NaN,NaN,NaN,NaN,NaN,NaN,NaN,South-East Asia
3/2/2020,Barbados,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
3/2/2020,Belarus,1,NaN,NaN,1,NaN,NaN,NaN,Europe
3/2/2020,Belgium,8,NaN,1,7,6,NaN,NaN,Europe
3/2/2020,Belize,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
3/2/2020,Benin,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/2/2020,Bhutan,NaN,NaN,NaN,NaN,NaN,NaN,NaN,South-East Asia
3/2/2020,Bolivia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
3/2/2020,Bosnia and Herzegovina,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
3/2/2020,Botswana,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/2/2020,Brazil,2,NaN,NaN,2,NaN,NaN,NaN,Americas
3/2/2020,Brunei,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Western Pacific
3/2/2020,Bulgaria,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
3/2/2020,Burkina Faso,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/2/2020,Burma,NaN,NaN,NaN,NaN,NaN,NaN,NaN,South-East Asia
3/2/2020,Burundi,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/2/2020,Cabo Verde,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/2/2020,Cambodia,1,NaN,1,NaN,NaN,NaN,NaN,Western Pacific
3/2/2020,Cameroon,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/2/2020,Canada,27,NaN,NaN,27,3,NaN,NaN,Americas
3/2/2020,Central African Republic,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/2/2020,Chad,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/2/2020,Chile,9,NaN,NaN,9,NaN,NaN,NaN,Americas
3/2/2020,China,80136,2914,43353,33869,204,42,2683,Western Pacific
3/2/2020,Colombia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Americas
3/2/2020,Comoros,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/2/2020,Congo (Brazzaville),NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
3/2/2020,Congo (Kinshasa),NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
