Date,Country/Region,Confirmed,Deaths,Recovered,Active,New cases,New deaths,New recovered,WHO Region
4/9/2020,Norway,6211,108,32,6071,125,7,NaN,Europe
4/9/2020,Oman,457,3,109,345,38,1,37,Eastern Mediterranean
4/9/2020,Pakistan,4695,66,727,3902,206,1,155,Eastern Mediterranean
4/9/2020,Panama,2528,63,16,2449,279,4,NaN,Americas
4/9/2020,Papua New Guinea,2,NaN,NaN,2,NaN,NaN,NaN,Western Pacific
4/9/2020,Paraguay,124,5,18,101,5,NaN,3,Americas
4/9/2020,Peru,5256,138,1438,3680,914,17,105,Americas
4/9/2020,Philippines,4076,203,124,3749,206,21,28,Western Pacific
4/9/2020,Poland,5575,174,284,5117,370,15,62,Europe
4/9/2020,Portugal,13956,409,205,13342,815,29,9,Europe
4/9/2020,Qatar,2376,6,206,2164,166,NaN,28,Eastern Mediterranean
4/9/2020,Romania,5202,248,647,4307,441,28,119,Europe
4/9/2020,Russia,10131,76,698,9357,1459,13,118,Europe
4/9/2020,Rwanda,110,NaN,7,103,NaN,NaN,NaN,Africa
4/9/2020,Saint Kitts and Nevis,11,NaN,NaN,11,NaN,NaN,NaN,Americas
4/9/2020,Saint Lucia,14,NaN,1,13,NaN,NaN,NaN,Americas
4/9/2020,Saint Vincent and the Grenadines,12,NaN,1,11,4,NaN,NaN,Americas
4/9/2020,San Marino,333,34,49,250,54,NaN,9,Europe
4/9/2020,Sao Tome and Principe,4,NaN,NaN,4,NaN,NaN,NaN,Africa
4/9/2020,Saudi Arabia,3287,44,666,2577,355,3,35,Eastern Mediterranean
4/9/2020,Senegal,250,2,123,125,6,NaN,10,Africa
4/9/2020,Serbia,2867,66,NaN,2801,201,1,NaN,Europe
4/9/2020,Seychelles,11,NaN,NaN,11,NaN,NaN,NaN,Africa
4/9/2020,Sierra Leone,7,NaN,NaN,7,NaN,NaN,NaN,Africa
4/9/2020,Singapore,1910,6,460,1444,287,NaN,54,Western Pacific
4/9/2020,Slovakia,701,2,23,676,19,NaN,7,Europe
4/9/2020,Slovenia,1124,43,128,953,33,3,8,Europe
4/9/2020,Somalia,12,1,1,10,NaN,NaN,NaN,Eastern Mediterranean
4/9/2020,South Africa,1934,18,95,1821,89,NaN,NaN,Africa
4/9/2020,South Korea,10423,204,6973,3246,39,4,197,Western Pacific
4/9/2020,South Sudan,3,NaN,NaN,3,1,NaN,NaN,Africa
4/9/2020,Spain,153222,15447,52165,85610,5002,655,4144,Europe
4/9/2020,Sri Lanka,190,7,49,134,1,NaN,5,South-East Asia
4/9/2020,Sudan,15,2,2,11,1,NaN,NaN,Eastern Mediterranean
4/9/2020,Suriname,10,1,4,5,NaN,NaN,1,Americas
4/9/2020,Sweden,9141,793,NaN,8348,722,106,NaN,Europe
4/9/2020,Switzerland,24051,948,10600,12503,771,53,800,Europe
4/9/2020,Syria,19,2,NaN,17,NaN,NaN,NaN,Eastern Mediterranean
4/9/2020,Taiwan*,380,5,67,308,1,NaN,6,Western Pacific
4/9/2020,Tajikistan,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
4/9/2020,Tanzania,25,1,5,19,NaN,NaN,NaN,Africa
4/9/2020,Thailand,2423,32,940,1451,54,2,52,South-East Asia
4/9/2020,Timor-Leste,1,NaN,NaN,1,NaN,NaN,NaN,South-East Asia
4/9/2020,Togo,73,3,24,46,3,NaN,1,Africa
4/9/2020,Trinidad and Tobago,109,8,1,100,2,NaN,NaN,Americas
4/9/2020,Tunisia,643,25,25,593,15,1,NaN,Eastern Mediterranean
4/9/2020,Turkey,42282,908,2142,39232,4056,96,296,Europe
4/9/2020,US,464442,20638,25410,418394,34756,2075,1851,Americas
4/9/2020,Uganda,53,NaN,NaN,53,NaN,NaN,NaN,Africa
4/9/2020,Ukraine,1892,57,45,1790,224,5,10,Europe
4/9/2020,United Arab Emirates,2990,14,268,2708,331,2,29,Eastern Mediterranean
4/9/2020,United Kingdom,82293,9631,359,72303,4906,1111,14,Europe
4/9/2020,Uruguay,473,7,206,260,17,NaN,14,Americas
4/9/2020,Uzbekistan,582,3,38,541,37,NaN,8,Europe
4/9/2020,Venezuela,171,9,84,78,4,NaN,19,Americas
4/9/2020,Vietnam,255,NaN,128,127,4,NaN,2,Western Pacific
4/9/2020,West Bank and Gaza,263,1,44,218,NaN,NaN,NaN,Eastern Mediterranean
4/9/2020,Western Sahara,4,NaN,NaN,4,NaN,NaN,NaN,Africa
4/9/2020,Yemen,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Eastern Mediterranean
4/9/2020,Zambia,39,1,24,14,NaN,NaN,17,Africa
4/9/2020,Zimbabwe,11,3,NaN,8,NaN,NaN,NaN,Africa
4/10/2020,Afghanistan,521,15,32,474,37,NaN,NaN,Eastern Mediterranean
4/10/2020,Albania,416,23,182,211,7,NaN,17,Europe
4/10/2020,Algeria,1761,256,405,1100,95,21,58,Africa
4/10/2020,Andorra,601,26,71,504,18,1,13,Europe
4/10/2020,Angola,19,2,2,15,NaN,NaN,NaN,Africa
4/10/2020,Antigua and Barbuda,19,2,NaN,17,NaN,NaN,NaN,Americas
4/10/2020,Argentina,1975,82,375,1518,180,10,10,Americas
4/10/2020,Armenia,937,12,149,776,16,2,11,Europe
4/10/2020,Australia,6215,54,1793,4368,107,3,321,Western Pacific
4/10/2020,Austria,13555,319,6064,7172,311,24,824,Europe
4/10/2020,Azerbaijan,991,10,159,822,65,1,58,Europe
4/10/2020,Bahamas,42,8,5,29,1,NaN,NaN,Americas
4/10/2020,Bahrain,925,6,539,380,38,1,20,Eastern Mediterranean
4/10/2020,Bangladesh,424,27,33,364,94,6,NaN,South-East Asia
4/10/2020,Barbados,67,4,11,52,1,1,NaN,Americas
4/10/2020,Belarus,1981,19,169,1793,495,3,30,Europe
4/10/2020,Belgium,26667,3019,5568,18080,1684,496,404,Europe
4/10/2020,Belize,10,2,NaN,8,1,1,NaN,Americas
4/10/2020,Benin,35,1,5,29,9,NaN,NaN,Africa
4/10/2020,Bhutan,5,NaN,2,3,NaN,NaN,NaN,South-East Asia
4/10/2020,Bolivia,268,19,2,247,4,1,NaN,Americas
4/10/2020,Bosnia and Herzegovina,901,36,129,736,43,1,28,Europe
4/10/2020,Botswana,13,1,NaN,12,NaN,NaN,NaN,Africa
4/10/2020,Brazil,19638,1057,173,18408,1546,107,NaN,Americas
4/10/2020,Brunei,136,1,99,36,1,NaN,7,Western Pacific
4/10/2020,Bulgaria,635,25,54,556,17,1,6,Europe
4/10/2020,Burkina Faso,443,24,146,273,NaN,NaN,NaN,Africa
4/10/2020,Burma,27,3,2,22,4,NaN,NaN,South-East Asia
4/10/2020,Burundi,3,NaN,NaN,3,NaN,NaN,NaN,Africa
4/10/2020,Cabo Verde,7,1,1,5,NaN,NaN,NaN,Africa
4/10/2020,Cambodia,119,NaN,72,47,NaN,NaN,10,Western Pacific
4/10/2020,Cameroon,820,12,98,710,90,2,38,Africa
4/10/2020,Canada,22046,556,NaN,21490,1405,54,NaN,Americas
4/10/2020,Central African Republic,8,NaN,NaN,8,NaN,NaN,NaN,Africa
4/10/2020,Chad,11,NaN,2,9,NaN,NaN,NaN,Africa
4/10/2020,Chile,6695,65,1571,5059,529,8,297,Americas
4/10/2020,China,82941,3340,76226,3375,58,1,112,Western Pacific
4/10/2020,Colombia,2473,80,197,2196,250,11,23,Americas
4/10/2020,Comoros,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
4/10/2020,Congo (Brazzaville),60,5,5,50,NaN,NaN,NaN,Africa
4/10/2020,Congo (Kinshasa),215,20,13,182,35,2,4,Africa
4/10/2020,Costa Rica,558,3,42,513,19,NaN,12,Americas
4/10/2020,Cote d'Ivoire,444,3,52,389,NaN,NaN,NaN,Africa
4/10/2020,Croatia,1495,21,231,1243,88,1,12,Europe
4/10/2020,Cuba,564,15,51,498,49,NaN,23,Americas
4/10/2020,Cyprus,595,10,58,527,31,NaN,5,Europe
4/10/2020,Czechia,5732,119,346,5267,163,7,45,Europe
4/10/2020,Denmark,6003,247,1918,3838,184,10,46,Europe
4/10/2020,Djibouti,150,1,36,113,15,1,11,Eastern Mediterranean
4/10/2020,Dominica,16,NaN,5,11,1,NaN,4,Americas
4/10/2020,Dominican Republic,2620,126,98,2396,271,8,18,Americas
4/10/2020,Ecuador,7161,297,368,6496,2196,25,29,Americas
4/10/2020,Egypt,1794,135,384,1275,95,17,36,Eastern Mediterranean
4/10/2020,El Salvador,117,6,15,96,14,NaN,1,Americas
4/10/2020,Equatorial Guinea,18,NaN,3,15,NaN,NaN,NaN,Africa
4/10/2020,Eritrea,34,NaN,NaN,34,1,NaN,NaN,Africa
4/10/2020,Estonia,1258,24,93,1141,51,NaN,10,Europe
4/10/2020,Eswatini,12,NaN,7,5,NaN,NaN,NaN,Africa
4/10/2020,Ethiopia,65,3,4,58,9,1,NaN,Africa
4/10/2020,Fiji,16,NaN,NaN,16,1,NaN,NaN,Western Pacific
4/10/2020,Finland,2769,48,300,2421,164,6,NaN,Europe
4/10/2020,France,91738,13215,25195,53328,4372,987,1782,Europe
4/10/2020,Gabon,44,1,1,42,NaN,NaN,NaN,Africa
4/10/2020,Gambia,4,1,2,1,NaN,NaN,NaN,Africa
4/10/2020,Georgia,234,3,54,177,16,NaN,3,Europe
4/10/2020,Germany,122171,2767,53913,65491,3990,160,1506,Europe
4/10/2020,Ghana,378,6,4,368,NaN,NaN,1,Africa
4/10/2020,Greece,2011,92,269,1650,56,5,NaN,Europe
4/10/2020,Greenland,11,NaN,11,NaN,NaN,NaN,NaN,Europe
4/10/2020,Grenada,14,NaN,NaN,14,2,NaN,NaN,Americas
4/10/2020,Guatemala,126,3,17,106,31,NaN,NaN,Americas
4/10/2020,Guinea,212,NaN,15,197,18,NaN,4,Africa
4/10/2020,Guinea-Bissau,36,NaN,NaN,36,NaN,NaN,NaN,Africa
4/10/2020,Guyana,37,6,8,23,NaN,NaN,NaN,Americas
4/10/2020,Haiti,31,2,NaN,29,1,NaN,NaN,Americas
4/10/2020,Holy See,8,NaN,2,6,NaN,NaN,NaN,Europe
4/10/2020,Honduras,382,23,7,352,39,NaN,1,Americas
4/10/2020,Hungary,1190,77,112,1001,210,11,16,Europe
4/10/2020,Iceland,1675,7,751,917,27,1,63,Europe
4/10/2020,India,7598,246,774,6578,873,20,154,South-East Asia
4/10/2020,Indonesia,3512,306,282,2924,219,26,30,South-East Asia
4/10/2020,Iran,68192,4232,35465,28495,1972,122,3156,Eastern Mediterranean
4/10/2020,Iraq,1279,70,550,659,47,1,54,Eastern Mediterranean
4/10/2020,Ireland,8089,287,25,7777,1515,24,NaN,Europe
4/10/2020,Israel,10408,95,1183,9130,440,9,172,Europe
4/10/2020,Italy,147577,18849,30455,98273,3951,570,1985,Europe
4/10/2020,Jamaica,63,4,13,46,NaN,NaN,1,Americas
4/10/2020,Japan,6250,125,685,5440,636,12,53,Western Pacific
4/10/2020,Jordan,372,7,170,195,NaN,NaN,9,Eastern Mediterranean
4/10/2020,Kazakhstan,812,10,64,738,31,2,4,Europe
4/10/2020,Kenya,189,7,22,160,5,NaN,10,Africa
4/10/2020,Kosovo,250,7,52,191,66,2,22,Europe
4/10/2020,Kuwait,993,1,123,869,83,NaN,12,Eastern Mediterranean
4/10/2020,Kyrgyzstan,298,5,35,258,18,1,NaN,Europe
4/10/2020,Laos,16,NaN,NaN,16,NaN,NaN,NaN,Western Pacific
4/10/2020,Latvia,612,3,16,593,23,NaN,NaN,Europe
4/10/2020,Lebanon,609,20,76,513,27,1,9,Eastern Mediterranean
4/10/2020,Lesotho,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
4/10/2020,Liberia,37,5,3,29,6,1,NaN,Africa
4/10/2020,Libya,24,1,8,15,NaN,NaN,NaN,Eastern Mediterranean
4/10/2020,Liechtenstein,79,1,70,8,1,NaN,4,Europe
4/10/2020,Lithuania,999,22,54,923,44,6,46,Europe
4/10/2020,Luxembourg,3223,54,500,2669,108,2,NaN,Europe
4/10/2020,Madagascar,93,NaN,11,82,NaN,NaN,NaN,Africa
4/10/2020,Malawi,9,1,NaN,8,1,NaN,NaN,Africa
4/10/2020,Malaysia,4346,70,1830,2446,118,3,222,Western Pacific
4/10/2020,Maldives,19,NaN,13,6,NaN,NaN,NaN,South-East Asia
4/10/2020,Mali,87,7,22,58,13,NaN,NaN,Africa
4/10/2020,Malta,350,2,16,332,13,NaN,NaN,Europe
4/10/2020,Mauritania,7,1,2,4,NaN,NaN,NaN,Africa
4/10/2020,Mauritius,318,9,23,286,4,2,NaN,Africa
4/10/2020,Mexico,3844,233,633,2978,403,39,NaN,Americas
4/10/2020,Moldova,1438,29,56,1353,149,NaN,6,Europe
4/10/2020,Monaco,90,1,5,84,6,NaN,NaN,Europe
4/10/2020,Mongolia,16,NaN,4,12,NaN,NaN,NaN,Western Pacific
4/10/2020,Montenegro,255,2,4,249,3,NaN,NaN,Europe
4/10/2020,Morocco,1448,107,122,1219,74,10,13,Eastern Mediterranean
4/10/2020,Mozambique,20,NaN,NaN,20,3,NaN,NaN,Africa
4/10/2020,Namibia,16,NaN,3,13,NaN,NaN,NaN,Africa
4/10/2020,Nepal,9,NaN,1,8,NaN,NaN,NaN,South-East Asia
4/10/2020,Netherlands,23247,2520,37,20690,1346,117,9,Europe
4/10/2020,New Zealand,1283,2,373,908,44,1,56,Western Pacific
4/10/2020,Nicaragua,7,1,NaN,6,NaN,NaN,NaN,Americas
4/10/2020,Niger,438,11,41,386,28,NaN,1,Africa
4/10/2020,Nigeria,305,7,58,240,17,NaN,7,Africa
4/10/2020,North Macedonia,711,32,41,638,48,2,4,Europe
4/10/2020,Norway,6314,113,32,6169,103,5,NaN,Europe
4/10/2020,Oman,484,3,109,372,27,NaN,NaN,Eastern Mediterranean
4/10/2020,Pakistan,5011,86,762,4163,316,20,35,Eastern Mediterranean
4/10/2020,Panama,2752,66,16,2670,224,3,NaN,Americas
4/10/2020,Papua New Guinea,2,NaN,NaN,2,NaN,NaN,NaN,Western Pacific
4/10/2020,Paraguay,129,6,18,105,5,1,NaN,Americas
4/10/2020,Peru,5897,169,1569,4159,641,31,131,Americas
4/10/2020,Philippines,4195,221,140,3834,119,18,16,Western Pacific
4/10/2020,Poland,5955,181,318,5456,380,7,34,Europe
4/10/2020,Portugal,15472,435,233,14804,1516,26,28,Europe
4/10/2020,Qatar,2512,6,227,2279,136,NaN,21,Eastern Mediterranean
4/10/2020,Romania,5467,270,729,4468,265,22,82,Europe
4/10/2020,Russia,11917,94,795,11028,1786,18,97,Europe
4/10/2020,Rwanda,118,NaN,7,111,8,NaN,NaN,Africa
4/10/2020,Saint Kitts and Nevis,12,NaN,NaN,12,1,NaN,NaN,Americas
4/10/2020,Saint Lucia,15,NaN,1,14,1,NaN,NaN,Americas
4/10/2020,Saint Vincent and the Grenadines,12,NaN,1,11,NaN,NaN,NaN,Americas
4/10/2020,San Marino,344,34,50,260,11,NaN,1,Europe
4/10/2020,Sao Tome and Principe,4,NaN,NaN,4,NaN,NaN,NaN,Africa
4/10/2020,Saudi Arabia,3651,47,685,2919,364,3,19,Eastern Mediterranean
4/10/2020,Senegal,265,2,137,126,15,NaN,14,Africa
4/10/2020,Serbia,3105,71,NaN,3034,238,5,NaN,Europe
4/10/2020,Seychelles,11,NaN,NaN,11,NaN,NaN,NaN,Africa
4/10/2020,Sierra Leone,8,NaN,NaN,8,1,NaN,NaN,Africa
4/10/2020,Singapore,2108,7,492,1609,198,1,32,Western Pacific
4/10/2020,Slovakia,715,2,23,690,14,NaN,NaN,Europe
4/10/2020,Slovenia,1160,45,137,978,36,2,9,Europe
4/10/2020,Somalia,21,1,1,19,9,NaN,NaN,Eastern Mediterranean
4/10/2020,South Africa,2003,24,410,1569,69,6,315,Africa
4/10/2020,South Korea,10450,208,7117,3125,27,4,144,Western Pacific
4/10/2020,South Sudan,4,NaN,NaN,4,1,NaN,NaN,Africa
4/10/2020,Spain,158273,16081,55668,86524,5051,634,3503,Europe
4/10/2020,Sri Lanka,190,7,54,129,NaN,NaN,5,South-East Asia
4/10/2020,Sudan,17,2,2,13,2,NaN,NaN,Eastern Mediterranean
4/10/2020,Suriname,10,1,4,5,NaN,NaN,NaN,Americas
4/10/2020,Sweden,9685,870,NaN,8815,544,77,NaN,Europe
4/10/2020,Switzerland,24551,1002,11100,12449,500,54,500,Europe
4/10/2020,Syria,19,2,NaN,17,NaN,NaN,NaN,Eastern Mediterranean
4/10/2020,Taiwan*,382,6,91,285,2,1,24,Western Pacific
4/10/2020,Tajikistan,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Europe
4/10/2020,Tanzania,32,3,5,24,7,2,NaN,Africa
4/10/2020,Thailand,2473,33,1013,1427,50,1,73,South-East Asia
4/10/2020,Timor-Leste,2,NaN,NaN,2,1,NaN,NaN,South-East Asia
4/10/2020,Togo,76,3,25,48,3,NaN,1,Africa
4/10/2020,Trinidad and Tobago,109,8,1,100,NaN,NaN,NaN,Americas
4/10/2020,Tunisia,671,25,25,621,28,NaN,NaN,Eastern Mediterranean
4/10/2020,Turkey,47029,1006,2423,43600,4747,98,281,Europe
4/10/2020,US,497943,22731,28790,446422,33501,2093,3380,Americas
4/10/2020,Uganda,53,NaN,NaN,53,NaN,NaN,NaN,Africa
4/10/2020,Ukraine,2203,69,61,2073,311,12,16,Europe
4/10/2020,United Arab Emirates,3360,16,418,2926,370,2,150,Eastern Mediterranean
4/10/2020,United Kingdom,86660,10784,588,75288,4367,1153,229,Europe
4/10/2020,Uruguay,494,7,214,273,21,NaN,8,Americas
4/10/2020,Uzbekistan,624,3,42,579,42,NaN,4,Europe
4/10/2020,Venezuela,171,9,84,78,NaN,NaN,NaN,Americas
4/10/2020,Vietnam,257,NaN,144,113,2,NaN,16,Western Pacific
4/10/2020,West Bank and Gaza,267,2,45,220,4,1,1,Eastern Mediterranean
4/10/2020,Western Sahara,4,NaN,NaN,4,NaN,NaN,NaN,Africa
4/10/2020,Yemen,1,NaN,NaN,1,1,NaN,NaN,Eastern Mediterranean
4/10/2020,Zambia,40,2,25,13,1,1,1,Africa
4/10/2020,Zimbabwe,13,3,NaN,10,2,NaN,NaN,Africa
4/11/2020,Afghanistan,555,18,32,505,34,3,NaN,Eastern Mediterranean
4/11/2020,Albania,433,23,197,213,17,NaN,15,Europe
4/11/2020,Algeria,1825,275,460,1090,64,19,55,Africa
4/11/2020,Andorra,601,26,71,504,NaN,NaN,NaN,Europe
4/11/2020,Angola,19,2,4,13,NaN,NaN,2,Africa
4/11/2020,Antigua and Barbuda,21,2,NaN,19,2,NaN,NaN,Americas
4/11/2020,Argentina,1975,83,440,1452,NaN,1,65,Americas
4/11/2020,Armenia,967,13,173,781,30,1,24,Europe
4/11/2020,Australia,6303,57,1806,4440,88,3,13,Western Pacific
4/11/2020,Austria,13806,337,6604,6865,251,18,540,Europe
4/11/2020,Azerbaijan,1058,11,200,847,67,1,41,Europe
4/11/2020,Bahamas,46,8,5,33,4,NaN,NaN,Americas
4/11/2020,Bahrain,1040,6,555,479,115,NaN,16,Eastern Mediterranean
4/11/2020,Bangladesh,482,30,36,416,58,3,3,South-East Asia
4/11/2020,Barbados,68,4,11,53,1,NaN,NaN,Americas
4/11/2020,Belarus,2226,23,172,2031,245,4,3,Europe
4/11/2020,Belgium,28018,3346,5986,18686,1351,327,418,Europe
4/11/2020,Belize,13,2,NaN,11,3,NaN,NaN,Americas
4/11/2020,Benin,35,1,5,29,NaN,NaN,NaN,Africa
4/11/2020,Bhutan,5,NaN,2,3,NaN,NaN,NaN,South-East Asia
4/11/2020,Bolivia,275,20,2,253,7,1,NaN,Americas
4/11/2020,Bosnia and Herzegovina,946,37,139,770,45,1,10,Europe
4/11/2020,Botswana,13,1,NaN,12,NaN,NaN,NaN,Africa
4/11/2020,Brazil,20727,1124,173,19430,1089,67,NaN,Americas
4/11/2020,Brunei,136,1,104,31,NaN,NaN,5,Western Pacific
4/11/2020,Bulgaria,661,28,62,571,26,3,8,Europe
4/11/2020,Burkina Faso,484,27,155,302,41,3,9,Africa
4/11/2020,Burma,38,3,2,33,11,NaN,NaN,South-East Asia
4/11/2020,Burundi,5,NaN,NaN,5,2,NaN,NaN,Africa
4/11/2020,Cabo Verde,8,1,1,6,1,NaN,NaN,Africa
4/11/2020,Cambodia,120,NaN,75,45,1,NaN,3,Western Pacific
4/11/2020,Cameroon,820,12,98,710,NaN,NaN,NaN,Africa
4/11/2020,Canada,23303,653,NaN,22650,1257,97,NaN,Americas
4/11/2020,Central African Republic,8,NaN,NaN,8,NaN,NaN,NaN,Africa
4/11/2020,Chad,11,NaN,2,9,NaN,NaN,NaN,Africa
4/11/2020,Chile,7366,73,1864,5429,671,8,293,Americas
4/11/2020,China,83014,3343,76312,3359,73,3,86,Western Pacific
4/11/2020,Colombia,2709,100,214,2395,236,20,17,Americas
4/11/2020,Comoros,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
4/11/2020,Congo (Brazzaville),60,5,5,50,NaN,NaN,NaN,Africa
4/11/2020,Congo (Kinshasa),223,20,16,187,8,NaN,3,Africa
4/11/2020,Costa Rica,577,3,49,525,19,NaN,7,Americas
4/11/2020,Cote d'Ivoire,533,4,58,471,89,1,6,Africa
4/11/2020,Croatia,1534,21,323,1190,39,NaN,92,Europe
4/11/2020,Cuba,620,16,77,527,56,1,26,Americas
4/11/2020,Cyprus,616,10,61,545,21,NaN,3,Europe
4/11/2020,Czechia,5831,129,411,5291,99,10,65,Europe
4/11/2020,Denmark,6180,260,2100,3820,177,13,182,Europe
4/11/2020,Djibouti,187,2,36,149,37,1,NaN,Eastern Mediterranean
4/11/2020,Dominica,16,NaN,5,11,NaN,NaN,NaN,Americas
4/11/2020,Dominican Republic,2759,135,108,2516,139,9,10,Americas
4/11/2020,Ecuador,7257,315,411,6531,96,18,43,Americas
4/11/2020,Egypt,1939,146,426,1367,145,11,42,Eastern Mediterranean
4/11/2020,El Salvador,118,6,19,93,1,NaN,4,Americas
4/11/2020,Equatorial Guinea,18,NaN,3,15,NaN,NaN,NaN,Africa
4/11/2020,Eritrea,34,NaN,NaN,34,NaN,NaN,NaN,Africa
4/11/2020,Estonia,1304,24,93,1187,46,NaN,NaN,Europe
4/11/2020,Eswatini,12,NaN,7,5,NaN,NaN,NaN,Africa
4/11/2020,Ethiopia,69,3,10,56,4,NaN,6,Africa
4/11/2020,Fiji,16,NaN,NaN,16,NaN,NaN,NaN,Western Pacific
4/11/2020,Finland,2905,49,300,2556,136,1,NaN,Europe
4/11/2020,France,94863,13851,26663,54349,3125,636,1468,Europe
4/11/2020,Gabon,46,1,1,44,2,NaN,NaN,Africa
4/11/2020,Gambia,9,1,2,6,5,NaN,NaN,Africa
4/11/2020,Georgia,242,3,60,179,8,NaN,6,Europe
4/11/2020,Germany,124908,2736,57400,64772,2737,-31,3487,Europe
4/11/2020,Ghana,408,8,4,396,30,2,NaN,Africa
4/11/2020,Greece,2081,93,269,1719,70,1,NaN,Europe
4/11/2020,Greenland,11,NaN,11,NaN,NaN,NaN,NaN,Europe
4/11/2020,Grenada,14,NaN,NaN,14,NaN,NaN,NaN,Americas
4/11/2020,Guatemala,137,3,19,115,11,NaN,2,Americas
4/11/2020,Guinea,250,NaN,17,233,38,NaN,2,Africa
4/11/2020,Guinea-Bissau,38,NaN,NaN,38,2,NaN,NaN,Africa
4/11/2020,Guyana,45,6,8,31,8,NaN,NaN,Americas
4/11/2020,Haiti,33,2,NaN,31,2,NaN,NaN,Americas
4/11/2020,Holy See,8,NaN,2,6,NaN,NaN,NaN,Europe
4/11/2020,Honduras,392,24,7,361,10,1,NaN,Americas
4/11/2020,Hungary,1310,85,115,1110,120,8,3,Europe
4/11/2020,Iceland,1689,8,841,840,14,1,90,Europe
4/11/2020,India,8446,288,969,7189,848,42,195,South-East Asia
4/11/2020,Indonesia,3842,327,286,3229,330,21,4,South-East Asia
4/11/2020,Iran,70029,4357,41947,23725,1837,125,6482,Eastern Mediterranean
4/11/2020,Iraq,1318,72,601,645,39,2,51,Eastern Mediterranean
4/11/2020,Ireland,8928,320,25,8583,839,33,NaN,Europe
4/11/2020,Israel,10743,101,1341,9301,335,6,158,Europe
4/11/2020,Italy,152271,19468,32534,100269,4694,619,2079,Europe
4/11/2020,Jamaica,65,4,13,48,2,NaN,NaN,Americas
4/11/2020,Japan,6951,138,762,6051,701,13,77,Western Pacific
4/11/2020,Jordan,381,7,177,197,9,NaN,7,Eastern Mediterranean
4/11/2020,Kazakhstan,865,10,81,774,53,NaN,17,Europe
4/11/2020,Kenya,191,7,24,160,2,NaN,2,Africa
4/11/2020,Kosovo,283,7,58,218,33,NaN,6,Europe
4/11/2020,Kuwait,1154,1,133,1020,161,NaN,10,Eastern Mediterranean
4/11/2020,Kyrgyzstan,339,5,44,290,41,NaN,9,Europe
4/11/2020,Laos,18,NaN,NaN,18,2,NaN,NaN,Western Pacific
4/11/2020,Latvia,630,3,16,611,18,NaN,NaN,Europe
4/11/2020,Lebanon,619,20,77,522,10,NaN,1,Eastern Mediterranean
4/11/2020,Lesotho,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Africa
4/11/2020,Liberia,48,5,3,40,11,NaN,NaN,Africa
4/11/2020,Libya,24,1,8,15,NaN,NaN,NaN,Eastern Mediterranean
4/11/2020,Liechtenstein,79,1,72,6,NaN,NaN,2,Europe
4/11/2020,Lithuania,1026,23,54,949,27,1,NaN,Europe
4/11/2020,Luxembourg,3270,62,500,2708,47,8,NaN,Europe
4/11/2020,Madagascar,102,NaN,11,91,9,NaN,NaN,Africa
4/11/2020,Malawi,12,2,NaN,10,3,1,NaN,Africa
4/11/2020,Malaysia,4530,73,1995,2462,184,3,165,Western Pacific
4/11/2020,Maldives,19,NaN,13,6,NaN,NaN,NaN,South-East Asia
4/11/2020,Mali,87,7,22,58,NaN,NaN,NaN,Africa
4/11/2020,Malta,370,3,16,351,20,1,NaN,Europe
4/11/2020,Mauritania,7,1,2,4,NaN,NaN,NaN,Africa
4/11/2020,Mauritius,319,9,28,282,1,NaN,5,Africa
4/11/2020,Mexico,4219,273,633,3313,375,40,NaN,Americas
4/11/2020,Moldova,1560,30,75,1455,122,1,19,Europe
4/11/2020,Monaco,92,1,5,86,2,NaN,NaN,Europe
4/11/2020,Mongolia,16,NaN,4,12,NaN,NaN,NaN,Western Pacific
4/11/2020,Montenegro,263,2,5,256,8,NaN,1,Europe
4/11/2020,Morocco,1545,111,146,1288,97,4,24,Eastern Mediterranean
4/11/2020,Mozambique,20,NaN,NaN,20,NaN,NaN,NaN,Africa
4/11/2020,Namibia,16,NaN,3,13,NaN,NaN,NaN,Africa
4/11/2020,Nepal,9,NaN,1,8,NaN,NaN,NaN,South-East Asia
4/11/2020,Netherlands,24569,2653,41,21875,1322,133,4,Europe
4/11/2020,New Zealand,1312,4,422,886,29,2,49,Western Pacific
4/11/2020,Nicaragua,8,1,NaN,7,1,NaN,NaN,Americas
4/11/2020,Niger,491,11,41,439,53,NaN,NaN,Africa
4/11/2020,Nigeria,318,10,70,238,13,3,12,Africa
4/11/2020,North Macedonia,760,34,41,685,49,2,NaN,Europe
4/11/2020,Norway,6409,119,32,6258,95,6,NaN,Europe
4/11/2020,Oman,546,3,109,434,62,NaN,NaN,Eastern Mediterranean
4/11/2020,Pakistan,5230,91,1028,4111,219,5,266,Eastern Mediterranean
4/11/2020,Panama,2974,74,17,2883,222,8,1,Americas
4/11/2020,Papua New Guinea,2,NaN,NaN,2,NaN,NaN,NaN,Western Pacific
4/11/2020,Paraguay,133,6,18,109,4,NaN,NaN,Americas
4/11/2020,Peru,6848,181,1739,4928,951,12,170,Americas
4/11/2020,Philippines,4428,247,157,4024,233,26,17,Western Pacific
